taskid,tweetid,text,date,username,category,taskCompletionTime
395075,398917865526415361,"RT @philredcross: To report calls for rescue and help, please use #RescuePH and include name, exact location and contact details",2013-11-08 21:00:05,rollinravelo,Relevant but Other,2013-11-09T08:44:01.508583
395075,398917865526415361,"RT @philredcross: To report calls for rescue and help, please use #RescuePH and include name, exact location and contact details",2013-11-08 21:00:05,rollinravelo,Not Relevant / Skip / RTs,2013-11-09T08:44:01.508583
395075,398917865526415361,"RT @philredcross: To report calls for rescue and help, please use #RescuePH and include name, exact location and contact details",2013-11-08 21:00:05,rollinravelo,Relevant but Other,2013-11-09T08:44:01.508583
395075,398917865526415361,"RT @philredcross: To report calls for rescue and help, please use #RescuePH and include name, exact location and contact details",2013-11-08 21:00:05,rollinravelo,Not Relevant / Skip / RTs,2013-11-09T08:44:01.508583
395075,398917865526415361,"RT @philredcross: To report calls for rescue and help, please use #RescuePH and include name, exact location and contact details",2013-11-08 21:00:05,rollinravelo,Relevant but Other,2013-11-09T08:44:01.508583
395076,398917886611185664,#YolandaPH Filipino yan ehh \m/ Ingat ingat guys! Kalaking bagyo yan .. http://t.co/dvhYJOEBJm,2013-11-08 21:00:10,imremzi,Not Relevant / Skip / RTs,2013-11-09T08:44:02.190138
395076,398917886611185664,#YolandaPH Filipino yan ehh \m/ Ingat ingat guys! Kalaking bagyo yan .. http://t.co/dvhYJOEBJm,2013-11-08 21:00:10,imremzi,Not English,2013-11-09T08:44:02.190138
395076,398917886611185664,#YolandaPH Filipino yan ehh \m/ Ingat ingat guys! Kalaking bagyo yan .. http://t.co/dvhYJOEBJm,2013-11-08 21:00:10,imremzi,Not Relevant / Skip / RTs,2013-11-09T08:44:02.190138
395076,398917886611185664,#YolandaPH Filipino yan ehh \m/ Ingat ingat guys! Kalaking bagyo yan .. http://t.co/dvhYJOEBJm,2013-11-08 21:00:10,imremzi,Not Relevant / Skip / RTs,2013-11-09T08:44:02.190138
395076,398917886611185664,#YolandaPH Filipino yan ehh \m/ Ingat ingat guys! Kalaking bagyo yan .. http://t.co/dvhYJOEBJm,2013-11-08 21:00:10,imremzi,Not Relevant / Skip / RTs,2013-11-09T08:44:02.190138
