taskid,tweetid,text,date,username,category,taskCompletionTime
402871,399064026589573121,�@JamesLevy23: @ormo123 you ok over there mate heard a typhoon hit the Philippines� I'm keeping safe pal. Thank you. Much appreciated :),2013-11-09 06:40:52,ormo123,Not Relevant / Skip / RTs,2013-11-10T10:08:16.228087
402871,399064026589573121,�@JamesLevy23: @ormo123 you ok over there mate heard a typhoon hit the Philippines� I'm keeping safe pal. Thank you. Much appreciated :),2013-11-09 06:40:52,ormo123,Relevant but Other,2013-11-10T10:08:16.228087
402871,399064026589573121,�@JamesLevy23: @ormo123 you ok over there mate heard a typhoon hit the Philippines� I'm keeping safe pal. Thank you. Much appreciated :),2013-11-09 06:40:52,ormo123,Not Relevant / Skip / RTs,2013-11-10T10:08:16.228087
402871,399064026589573121,�@JamesLevy23: @ormo123 you ok over there mate heard a typhoon hit the Philippines� I'm keeping safe pal. Thank you. Much appreciated :),2013-11-09 06:40:52,ormo123,Population Displacement,2013-11-10T10:08:16.228087
402871,399064026589573121,�@JamesLevy23: @ormo123 you ok over there mate heard a typhoon hit the Philippines� I'm keeping safe pal. Thank you. Much appreciated :),2013-11-09 06:40:52,ormo123,Not Relevant / Skip / RTs,2013-11-10T10:08:16.228087
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402872,399064072357806080,'Yolanda' knocks down Palawan's giant cross http://t.co/TbjQTNfWt4 #YolandaPH,2013-11-09 06:41:03,ANCALERTS,Infrastructure Damage,2013-11-10T10:08:16.599531
402873,399064086946004992,Ya quoi aux philippines??,2013-11-09 06:41:07,MehrezR,Not English,2013-11-10T10:08:16.942950
402873,399064086946004992,Ya quoi aux philippines??,2013-11-09 06:41:07,MehrezR,Not English,2013-11-10T10:08:16.942950
402873,399064086946004992,Ya quoi aux philippines??,2013-11-09 06:41:07,MehrezR,Not English,2013-11-10T10:08:16.942950
402873,399064086946004992,Ya quoi aux philippines??,2013-11-09 06:41:07,MehrezR,Not English,2013-11-10T10:08:16.942950
